AAA,Anaa
OTI,Pitu
OTJ,Otjiwarongo
OTK,Tillamook
OTL,Boutilimit
OTM,Industrial
OTN,Green
OTO,Vor
OTP,Bucarest 
OTQ,Otog Front Banner Oljoq 
OTR,Coto 47
OTS,Anacortes
OTT,Andre Maggi
OTU,Otu
OTV,Ontong Java
OTY,Oria
OTZ,Ralph Wien Memorial 
OUA,Ouagadougou 
OUD,Les Angades 
OUE,Ouesso
OUG,Ouahigouya
OUH,Oudtshoorn
OUI,Ban Houei
OUK,Outer Skerries
OUL,Oulu 
OUM,Oum Hadjer
OUN,Max Westheimer
OUR,Batouri
OUS,Ourinhos
OUT,Bousso
OUU,Ouanga
OUZ,Zouerate
OVA,Bekily
OVB,Novosibirsk Tolmachevo 
OVD,Asturias 
OVE,Oroville
OVG,Overberg (FAOB)
OVL,Ovalle
OVR,Olavarria
OVS,Sovetsky 
OWA,Owatonna
OWB,Daviess County 
OWD,Memorial
OWE,Owendo
OWK,Central Maine  of Norridgewock
OXB,Osvaldo Vieira 
OXC,Waterbury-oxford
OXD,Miami University
OXF,Oxford (Kidlington)
OXO,Orientos
OXR,Ventura
OXY,Morney
OYA,Goya
OYC,Camopi 
OYE,Oyem
OYG,Moyo
OYK,Oiapoque
OYL,Moyale
OYN,Ouyen
OYO,Tres Arroyos
OYP,St-Georges de lOyapock
OYS,Yosemite Ntl Park
OZA,Ozona Municipalcipal
OZC,Labo 
OZG,Zagora 
OZH,Zaporozhye 
OZI,Bobadilla
OZP,Moron
OZR,Cairns AAF
OZU,Montilla
OZZ,Ouarzazate 
PAA,Pa-an
PAB,Bilaspur
PAC,Marcos A. Gelabert 
PAD,Paderborn Lippstadt 
PAE,Snohomish County - Paine Field
PAF,Pakuba
PAG,Pagadian 
PAH,Barkley Regional 
PAJ,Para Chinar
PAK,Port Allen
PAL,Palanquero
PAM,Tyndall AFB
PAN,Pattani
PAO,Palo Alto
PAP,Toussaint Louverture 
PAQ,Palmer Municipalcipal
PAS,Paros 
PAT,Jay Prakash Narayan 
PAU,Pauk
PAV,Paulo Afonso 
PAW,Pambwa
PAX,Port De Paix
PAY,Pamol
PAZ,El Tajin National 
PBA,Point Barrow
PBB,Paranaiba
PBC,Huejotsingo 
PBD,Porbandar
PBE,Puerto Berrio
PBF,Grider Field
PBG,Plattsburgh 
PBH,Paro 
PBI,Palm Beach 
PBJ,Paama
PBK,Pack Creek
PBL,Puerto Cabello
PBM,Zanderij 
PBN,Porto Amboim
PBO,Paraburdoo 
PBP,Punta Islita
PBQ,Pimenta Bueno
PBR,Puerto Barrios
PBS,Patong Beach
PBT,Puerto Leda
PBU,Putao
PBV,Porto Dos Gauchos
PBW,Palibelo
PBX,Porto Alegre Do Norte
PBY,Hamilton/Proserpine
PBZ,Plettenberg Bay 
PCA,Portage Creek
PCB,Pondok Cabe
PCC,Puerto Rico
PCD,Prairie du Chien Municipal 
PCE,Painter Creek
PCF,Potchefstroom
PCG,Paso Caballos
PCH,Palacios
PCJ,Puerto La Victoria
PCK,Porcupine Creek
PCL,Capitan Rolden 
PCM,Playa Del Carmen
PCN,Picton Aerodrome
PCO,Punta Colorada
PCP,Principe
PCQ,Bounneua
PCR,Puerto Carreno 
PCS,Picos
PCT,Princeton
PCU,Pearl River County
PCV,Punta Chivato
PDA,Puerto Inirida
PDB,Pedro Bay
PDC,Mueo
PDD,Ponta de Ouro
PDE,Pandie Pandie
PDF,Prado
PDG,Minangkabau 
PDI,Pindiu
PDK,DeKalb Peachtree 
PDL,Ponta Delgada 
PDM,Pedasi
PDN,Parndana
PDO,Pendopo
PDP,Capitan de Corbeta Carlos A. Curbelo 
PDR,Presidente Dutra
PDS,Piedras Negras 
PDT,Eastern Oregon Regional 
PDU,Paysandu
PDV,Plovdiv 
PDX,Portland 
PDZ,Pedernales
PEA,Penneshaw
PEB,Pebane
PEC,Pelican SPB
PED,Pardubice 
PEE,Perm 
PEF,Peenemuende
PEG,Sant Egidio 
PEH,Pehuajo
PEI,Matecana 
PEK,Beijing Capital 
PEL,Pelaneng
PEM,Puerto Maldonado 
PEN,Penang 
PEP,Peppimenarti
PEQ,Pecos City
PER,Perth 
PES,Petrozavodsk 
PET,Federal 
PEU,Puerto Lempira
PEV,Pecs Pogany
PEW,Bacha Khan 
PEX,Pechora 
PEY,Penong
PEZ,Penza 
PFA,Paf Warren
PFB,Passo Fundo 
PFC,Pacific City State
PFD,Port Frederick
PFJ,Patreksfjordur
PFM,Primrose Aerodrome
PFN,Bay County
PFO,Paphos 
PFQ,Parsabad
PFR,Ilebo
PGA,Page 
PGB,Pangoa
PGC,Grant County
PGD,Charlotte County 
PGE,Yegepa
PGF,Llabanere 
PGG,Progresso
PGH,Pantnagar 
PGI,Chitato
PGK,Depati Amir 
PGL,Jackson County
PGM,Port Graham
PGN,Pangia
PGO,Stevens Field
PGP,Porto Alegre
PGQ,Buli 
PGR,Paragould Kirk Field
PGS,Peach Springs
PGU,Ala'Marvdasht 
PGV,Pitt-Greenville 
PGX,Perigueux 
PGZ,Comte Antonio Amilton Beraldo 
PHA,Phan Rang
PHB,Santos Dumont
PHC,Port Harcourt 
PHD,Harry Clever Field
PHE,Port Hedland 
PHF,Newport News/Williamsburg 
PHG,Port Harcourt City
PHH,Phan Thiet
PHI,Pinheiro
PHJ,Port Hunter
PHK,Palm Beach Co Glades
PHL,Philadelphia 
PHN,St Clair County
PHO,Point Hope 
PHP,Philip
PHQ,The Monument 
PHR,Pacific Harbor
PHS,Phitsanulok 
PHT,Henry County
PHU,Phu Vinh
PHW,Phalaborwa 
PHX,Phoenix Sky Harbor 
PHY,Phetchabun
PHZ,Phi Phi Island
PIA,Peoria 
PIB,Hattiesburg-Laurel Regional 
PIC,Pine Cay
PID,Paradise Island
PIE,St. Petersburg-Clearwater 
PIF,Pingtung
PIG,Pitinga
PIH,Pocatello Regional 
PII,Phillips Field
PIK,Glasgow Prestwick 
PIL,Pilar
PIM,Garden Harris County
PIN,Parintins
PIO,Capitan FAP Renan Elias Olivera 
PIP,Pilot Point
PIQ,Pipillipai
PIR,Pierre Regional 
PIS,Poitiers-Biard 
PIT,Pittsburgh 
PIU,Cap. FAP Guillermo Concha Iberico 
PIV,Pirapora
PIW,Pikwitonei
PIX,Pico Island 
PIZ,Dew Station 
PJA,Pajala 
PJB,Payson
PJC,Pedro Juan Caballero
PJG,Panjgur
PJM,Puerto Jimenez
PJS,Port San Juan
PJZ,Puerto Juarez
PKA,Napaskiak Sea Plane Base
PKB,Wood County 
PKC,Petropavlovsk-Kamchatsky 
PKD,Park Rapids
PKE,Parkes 
PKF,Park Falls
PKG,Pangkor 
PKH,Alexion
PKJ,Playa Grande
PKK,Pakokku
PKL,Pakatoa Island
PKM,Port Kaituma
PKN,Iskandar 
PKO,Parakou
PKP,Puka Puka
PKR,Pokhara 
PKS,Paksane
PKT,Port Keats
PKU,Sultan Syarif Kasim II 
PKV,Pskov 
PKW,Selebi-Phikwe
PKX,Beijing Daxing 
PKY,Tjilik Riwut 
PKZ,Pakse 
PLA,Planadas
PLC,Planeta Rica
PLD,Playa Samara
PLE,Paiela
PLF,Pala
PLH,Plymouth
PLI,Palm Island
PLJ,Placencia
PLK,M. Graham Clark - Taney County
PLL,Ponta Pelada
PLM,Sultan Mahmud Badaruddin II 
PLN,Emmet County 
PLO,Port Lincoln 
PLP,La Palma
PLQ,Palanga 
PLR,St Clair County
PLS,Providenciales 
PLT,Plato
PLU,Belo Horizonte 
PLV,Poltava
PLW,Mutiara 
PLX,Semipalatinsk 
PLY,Plymouth
PLZ,Port Elizabeth 
PMA,Wawi 
PMB,Intermediate
PMC,Puerto Montt 
PMD,La Palmdale Regional 
PME,Portsmouth
PMF,Parma 
PMG,International
PMH,Greater Portsmouth Regional
PMI,Palma de Mallorca 
PMK,Palm Island 
PML,AFS
PMM,Phanom Sarakham
PMN,Pumani
PMO,Palerme 
PMP,Pimaga
PMQ,Perito Moreno
PMR,Palmerston North 
PMS,Palmyra
PMT,Paramakotoi
PMU,SPB
PMV,Santiago Marino 
PMW,Palmas 
PMX,Metropolitan
PMY,El Tehuelche
PMZ,Palmar Sur
PNA,Pamplona 
PNB,Porto Nacional
PNC,Ponca City
PND,Punta Gorda
PNE,North Philadelphia
PNF,Peterson's Point
PNG,Paranagua
PNH,Phnom Penh 
PNI,Pohnpei 
PNJ,Peng Lai/Sha He Kou
PNK,Supadio 
PNL,Pantelleria 
PNN,Princeton
PNO,Pinotepa Nacional
PNP,Girua 
PNQ,Pune 
PNR,Pointe Noire 
PNS,Pensacola 
PNT,Puerto Natales
PNU,Panguitch
PNV,Panevezys
PNX,Grayson County
PNY,Pondicherry
PNZ,Petrolina 
POA,Salgado Filho 
POB,Pope AFB
POC,Brackett Field
POD,Podor
POE,Polk AAF
POF,Earl Fields Memorial
POG,Port Gentil
POH,Pocahontas Municipal
POI,Potosi
POJ,Patos De Minas
POL,Pemba 
POM,Jacksons 
PON,Poptun
POO,Pocos De Caldas
POP,La Union 
POQ,Polk Inlet
POR,Pori 
POS,Piarco 
POT,Ken Jones
POU,Dutchess County
POV,Presov
POW,Portoroz
POX,Paris Cergy Pontoise
POY,Powell
POZ,Poznan 
PPA,Perry Lefors Field
PPB,A. De Barros 
PPC,Prospect Creek
PPD,Palmas Del Mar
PPE,Puerto Penasco
PPF,Tri-City
PPG,Pago Pago 
PPH,Peraitepuy
PPI,Port Pirie
PPJ,Pulau Panjang
PPK,Petropavlovsk 
PPL,Phaplu
PPM,Pompano Beach
PPN,Guillermo Leon Valencia 
PPO,Powell Point
PPP,Whitsunday Coast 
PPQ,Paraparaumu 
PPR,Pasir Pangarayan
PPS,Puerto Princesa 
PPT,Tahiti
PPU,Papun
PPV,Port Protection
PPW,Papa Westray 
PPX,Param
PPY,Pouso Alegre
PPZ,Puerto Paez
PQC,Phu Quoc 
PQD,Pasikudha SPB
PQI,Presque Isle Municipal 
PQM,Palenque
PQQ,Port Macquarie 
PQS,Pilot Station 
PQT,Qeqertaq Heliport
PRA,General Justo Jose de Urquiza 
PRB,Paso Robles
PRC,Prescott 
PRD,Pardoo
PRE,Pore
PRF,Port Johnson
PRG,Prague
PRH,Phrae 
PRI,Praslin Island 
PRJ,Capri
PRK,Prieska
PRL,Port Oceanic
PRM,Portimao 
PRN,Pristina 
PRO,Perry Municipal
PRP,Propriano
PRQ,Pres. Roque Saenz Pena
PRR,Paruima
PRS,Parasi
PRT,Coast Guard Heliport
PRU,Prome
PRV,Prerov
PRW,Prentice
PRX,Cox Field
PRY,Wonderboom 
PRZ,Prineville
PSA,Pisa 
PSB,Bellefonte
PSC,Tri-Cities 
PSD,Port Said
PSE,Mercedita 
PSF,Pittsfield
PSG,Petersburg Municipal 
PSH,St Peter
PSI,Pasni
PSJ,Poso
PSK,New River Valley
PSL,Perth
PSM,Pease Air Force Base
PSN,Palestine Municipalcipal 
PSO,Cano 
PSP,Palm Springs 
PSQ,SPB
PSR,Abruzzo 
PSS,Posadas 
PST,Preston
PSU,Putussibau 
PSV,Papa Stour
PSW,Passos
PSX,Palacios
PSY,Port Stanley
PSZ,Puerto Suarez
PTA,Port Alsworth
PTB,Dinwiddie County 
PTC,Port Alice
PTD,Port Alexander
PTF,Malololailai
PTG,Polokwane 
PTH,Port Heiden
PTI,Port Douglas
PTJ,Portland
PTK,Pontiac
PTL,Port Armstrong
PTM,Palmarito
PTN,Williams Memorial
PTO,Pato Branco
PTP,Pointe-a-Pitre 
PTQ,Porto de Moz
PTR,Pleasant Harbour
PTS,Atkinson Municipal 
PTT,Pratt
PTU,Platinum 
PTV,Porterville
PTW,Pottstown/Limerick
PTX,Pitalito
PTY,Panama City 
PTZ,Pastaza
PUA,Puas
PUB,Pueblo Memorial 
PUC,Carbon County
PUD,Puerto Deseado
PUE,Puerto Obaldia
PUF,The Pau-Pyrenees 
PUG,Port Augusta
PUH,Pochutla
PUI,Pureni
PUJ,Punta Cana 
PUK,Pukarua
PUL,Poulsbo
PUN,Punia
PUO,Prudhoe Bay
PUP,Po
PUQ,Punta Arenas 
PUR,Puerto Rico
PUS,Gimhae 
PUT,Puttaprathe
PUU,Puerto Asis 
PUV,Poum
PUW,Moscow Regional 
PUX,Puerto Varas
PUY,Pula 
PUZ,Puerto Cabezas
PVA,Providencia
PVC,Provincetown 
PVD,Theodore Francis Green Memorial State 
PVE,El Porvenir
PVF,Placerville
PVG,Shanghai Pudong 
PVH,Porto Velho 
PVI,Edu Chaves
PVK,Aktion 
PVL,Pike County 
PVO,Reales Tamarindos
PVR,Gustavo Diaz Ordaz 
PVS,Provideniya
PVU,Provo 
PVW,Hale County
PVY,Pope Vanoy
PVZ,Casement
PWA,Wiley Post
PWD,Sherwood
PWE,Pevek 
PWI,Beles
PWK,Chicago Executive 
PWL,Purwokerto
PWM,Portland Jetport
PWN,Pitts Town
PWO,Pweto
PWQ,Pavlodar 
PWR,Port Walter
PWT,Bremerton
PWY,Ralph Wenz Field
PXA,Atung Bungsu 
PXH,Prominent Hill
PXL,Polacca
PXM,Puerto Escondido 
PXO,Porto Santo 
PXR,Surin
PXS,Puerto De Santa Maria
PXU,Pleiku 
PYA,Puerto Boyaca
PYB,Jeypore
PYC,Playon Chico
PYE,Penrhyn Island
PYG,Gangtok-Pakyong 
PYH,Puerto Ayacucho
PYJ,Polyarnyj 
PYK,Payam
PYL,Perry SPB
PYM,Plymouth
PYN,Payan
PYO,Putumayo
PYR,Andravida
PYS,Skypark
PYT,Pedro Rabelo de Souza 
PYV,Yaviza
PYX,Pattaya
PYY,Pai 
PZA,Casanare
PZB,Pietermaritzburg 
PZE,Penzance
PZH,Zhob
PZI,Pan Zhi Hua Bao An Ying
PZK,Puka Puka Island
PZL,Zulu Inyala
PZO,Manuel Carlos Piar Guayana 
PZS,Temuco Maquehue 
PZU,Port Sudan 
PZY,Piestany
QAQ,L'Aquila-Preturo 
QBC,Bella Coola 
QCU,Heliport
QCY,Coningsby RAF Station
QDV,Comte. Rolim Adolfo Amaro State 
QFI,Heliport
QFK,Harbour
QFQ,Harbour
QGP,Garanhuns 
QGQ,Heliport
QGV,Neu Isenburg
QHU,Husum
QIG,Dr. Francisco Tomi© da Frota 
QJE,Heliport
QJI,Heliport
QKS,Keystone 
QKU,Messe/Deutz Rail Station
QLR,Leiria Gandara 
QLU,Lublin Radawiec 
QLV,Leverkusen Mitte
QMK,Heliport
QMV,Montvale
QNS,Aeroporto Campo Nossa Senhora de Fi¡tima
QNY,Marine Air Terminal
QOR,Ordu
QOW,Sam Mbakwe 
QPG,Paya Lebar
QPW,Heliport
QRA,Rand/Germiston
QRO,Queretaro Intercontinental 
QRW,Warri
QRY,Heliport
QSC,Sao Carlos
QSF,Setif 
QSG,Sonderborg
QSR,Pontecagnano
QSZ,Shache 
QUB,Ubari
QUG,Goodwood
QUO,Akwa Ibom 
QUP,Heliport
QUY,Wyton RAF Station
QWG,Wilgrove Air Park
QXD,Quixadi¡ Regional 
QZD,Szeged
RAA,Rakanda
RAB,Tokua 
RAC,John H. Batten Field
RAD,Road Town
RAE,Arar 
RAF,Rafaela
RAG,Raglan
RAH,Rafha 
RAI,Nelson Mandela 
RAJ,Civil 
RAK,Marrakech 
RAL,Riverside Municipalcipal
RAM,Ramingining
RAN,La Spreta
RAO,Dr. Leite Lopes State 
RAP,Rapid City Regional 
RAQ,Sugimanuru
RAR,Rarotonga 
RAS,Rasht 
RAT,Raduzhnyi
RAV,Cravo Norte
RAW,Arawa
RAX,Oram
RAZ,Rawala Kot
RBA,Sale 
RBB,Borba
RBC,Robinvale
RBD,Redbird
RBE,Ratanakiri
RBF,Big Bear City 
RBG,Roseburg Municipal 
RBH,Brooks Lodge
RBI,Rabi
RBJ,Rebun
RBK,French Valley
RBL,Red Bluff Fss
RBM,Wallmuhle
RBN,Fort Jefferson
RBO,Robore
RBP,Rabaraba
RBQ,Rurrenabaque
RBR,Pres. Medici 
RBS,Orbost
RBT,Marsabit
RBU,Roebourne
RBV,Ramata
RBW,Lowcountry Regional
RBX,Rumbek
RBY,Ruby 
RCA,Ellsworth AFB
RCB,Richards Bay 
RCE,Roche Harbor
RCH,Riohacha 
RCK,Coffield
RCL,Redcliffe
RCM,Richmond
RCN,American River
RCO,Saint Agnant
RCP,Cinder River
RCQ,Reconquista
RCR,Fulton County
RCS,Rochester
RCT,Miller Field
RCU,Rio Cuarto
RCY,Rum Cay
RDA,Rockhampton Downs
RDB,Red Dog
RDC,Redencao
RDD,Redding Municipal 
RDE,Merdey
RDG,Municipalcipal/Spaatz Field
RDL,Al Bardawil 
RDM,Roberts Field Redmond Municipal 
RDN,LTS Pulau Redang
RDO,Radom 
RDP,Kazi Nazrul Islam 
RDR,Grand Forks AFB
RDS,Rincon de los Sauces
RDT,Richard Toll
RDU,Raleigh-Durham 
RDV,Red Devil
RDZ,Marcillac 
REA,Reao
REB,Rechlin
REC,Guararapes-Gilberto Freyre 
RED,Mifflin County
REE,Reese AFB
REG,Tito Menniti 
REH,Rehoboth Beach
REI,Regina
REL,Trelew 
REN,Orenburg 
REO,Rome State
REP,Siem Reap 
REQ,Reko Diq
RER,Base Aerea Del Sur
RES,Resistencia 
RET,Stolport 
REU,Reus 
REW,Rewa
REX,Gen Lucio Blanco 
REY,Reyes
REZ,Resende
RFA,Rafai
RFD,Chicago Rockford 
RFG,Rooke Field
RFK,Rollang Field
RFN,Raufarhofn
RFP,Raiatea 
RFR,Rio Frio
RFS,Rosita
RGA,Rio Grande 
RGE,Porgera
RGH,Balurghat
RGI,Rangiroa 
RGK,Gorno-Altaysk 
RGL,Rio Gallegos Internacional 
RGN,Yangon 
RGO,Orang
RGR,Ranger Municipalcipal
RGS,Burgos
RGT,Japura
RHA,Reykholar
RHD,Rio Hondo 
RHE,Reims
RHG,Ruhengeri
RHI,Oneida County 
RHL,Roy Hill
RHN,Rosh Pina
RHO,Rhodes 
RHP,Ramechhap
RHR,Al Hamra SPB
RHT,Alxa Right Banner
RHV,Reid-Hillview
RIA,Santa Maria 
RIB,Gen Buech 
RIC,Richmond  (Byrd Field)
RID,Richmond Municipalcipal 
RIE,Rice Lake
RIF,Reynolds
RIG,Rio Grande
RIH,Scarlett Marti­nez 
RIJ,Rioja
RIK,Carrillo
RIL,Garfield County
RIM,Rodriguez De Mendoza
RIN,Ringi Cove
RIR,Riverside Fla-Bob
RIS,Rishiri 
RIT,Rio Tigre
RIV,March ARB
RIW,Riverton 
RIX,Riga 
RIY,Riyan Mukalla
RIZ,Rio Alzucar
RJA,Rajahmundry 
RJB,Rajbiraj
RJH,Rajshahi 
RJI,Rajouri
RJK,Rijeka 
RJL,Agoncillo 
RJM,Marinda 
RJN,Rafsanjan
RKA,Aratika-Nord
RKC,Yreka
RKD,Knox County Regional 
RKE,Roskilde 
RKH,Rock Hill
RKI,Rokot
RKO,Sipora
RKP,Aransas County
RKR,Robert S Kerr
RKS,Rock Springs-Sweetwater County 
RKT,Ras Al Khaimah 
RKU,Kairuku
RKV,Reykjavik 
RKW,Rockwood Municipal 
RKY,Rokeby
RKZ,Peace
RLA,National
RLD,Richland
RLG,Laage 
RLI,Reilly AHP
RLK,Bayannur Tianjitai 
RLO,Valle Del Conlara
RLP,Rosella Plains
RLR,Relais de la Reine
RLT,Arlit
RLU,Bornite Upper
RMA,Roma 
RMB,Buraimi
RMD,Ramagundam
RME,Griffiss AFB
RMF,Marsa Alam 
RMG,Richard B Russell
RMI,Miramare 
RMK,Renmark
RML,Ratmalana
RMN,Rumginae
RMO,ChiÈ™inÄƒu 
RMP,Rampart
RMQ,Taichung 
RMS,Ramstein
RMT,Rimatara
RMU,Corvera
RMY,Mariposa-Yosemite
RMZ,Tobolsk Remezov 
RNA,Ulawa 
RNB,Kallinge 
RNC,Warren County
RND,Randolph Air Force Base
RNE,Renaison
RNG,Rangely
RNH,New Richmond Municipal 
RNI,Corn Island
RNJ,Yoron 
RNL,Rennell
RNM,Qarn Alam
RNN,Bornholm 
RNO,Reno/Tahoe 
RNP,Rongelap Island
RNR,Robinson River
RNS,Rennes 
RNT,Renton
RNU,Ranau
RNZ,Rensselaer
ROA,Roanoke-Blacksburg Regional 
ROB,Roberts 
ROC,Greater Rochester 
ROD,Robertson
ROF,Yreka Rohrer Field
ROG,Rogers
ROH,Robinhood
ROI,Roi Et 
ROK,Rockhampton 
ROL,Roosevelt
RON,Rondon
ROO,Rondonopolis 
ROP,Rota 
ROR,Airai 
ROS,Fisherton 
ROT,Rotorua 
ROU,Rousse
ROV,Platov 
ROW,Roswell Air Center
ROX,Roseau Municipal 
ROY,Rio Mayo
ROZ,US Naval Station
RPA,Rolpa
RPB,Roper Bar
RPM,Ngukurr
RPN,Rosh Pina
RPR,Swami Vivekananda 
RPU,San Fernando 
RPV,Roper Valley
RPX,Roundup
RQA,Ruoqiang Loulan 
RQW,West
RQY,Shivamogga 
RRA,Ronda
RRE,Marree
RRG,Rodrigues Island 
RRI,Barora
RRJ,Jacarepagui¡ 
RRK,Rourkela
RRL,Merrill Municipal 
RRM,Marromeu
RRN,Serra Norte
RRO,Sorrento
RRR,Raroia
RRS,Roros 
RRT,Warroad
RRV,Robinson River
RSA,Santa Rosa 
RSB,Roseberth
RSD,South Eleuthera 
RSE,Rose Bay
RSG,Serra Pelada
RSH,Russian SPB
RSI,Rio Sidra
RSJ,Rosario SPB
RSK,Ransiki
RSL,Russell
RSN,Ruston
RSP,Raspberry Strait
RSS,Roseires
RST,Rochester 
RSU,Yeosu 
RSW,Southwest Florida 
RSX,Rouses Point
RTA,Rotuma Island
RTB,Roatan 
RTC,Ratnagiri
RTD,Rotunda
RTE,Marguerite Bay
RTG,Ruteng
RTI,Roti
RTL,Spirit Lake
RTM,Rotterdam The Hague 
RTN,Crews Field
RTP,Rutland Plains
RTS,Rottnest Island
RTW,Saratov Tsentralny 
RTY,Merty
RUA,Arua
RUD,Shahrud
RUE,Butembo
RUF,Yuruf
RUG,Rugao
RUH,King Khaled 
RUI,Ruidoso Sierra Blanca Regional 
RUK,Rukumkot
RUL,Maavaarulaa 
RUM,Rumjatar
RUN,Reunion Roland Garros 
RUP,Rupsi
RUR,Rurutu
RUS,Marau Sound
RUT,Rutland 
RUU,Ruti
RUV,Rubelsanto
RUY,Copan
RVA,Farafangana
RVC,Rivercess
RVD,Rio Verde 
RVE,Los Colonizadores
RVH,Rzhevka
RVI,Rostov 
RVK,Ryumsjoen 
RVN,Rovaniemi 
RVO,Reivilo
RVR,Green River
RVS,R.Lloyd Jones
RVT,Ravensthorpe
RVV,Raivavae
RVY,Rivera
RWB,Rowan Bay
RWF,Redwood Falls Municipal
RWI,Rocky Mount-wilson
RWL,Rawlins
RWN,Rovno
RWS,Sumare
RXA,Raudha
RXE,Madison County
RXS,Roxas City 
RYB,Rybinsk
RYG,Moss 
RYK,Rahim Yar Khan 
RYL,Royal 
RYN,Medis
RYO,Rio Turbio
RZA,Santa Cruz
RZE,Rzeszow 
RZH,Preobrazheniye
RZN,Ryazan
RZP,CLR 
RZR,Ramsar
RZS,Sawan
RZV,Rize-Artvin 
RZZ,Halifax County
SAA,Shively Field
SAB,J. Yrausquin 
SAC,Sacramento Executive 
SAD,Safford
SAE,Sangir
SAF,Santa Fe
SAG,Shirdi
SAH,Sana'a 
SAI,Siem Reap 
SAK,Saudarkrokur
SAL,El Salvador 
SAM,Salamo
SAN,San Diego 
SAP,Ramon Villeda Morales 
SAQ,San Andros
SAR,Sparta Community
SAS,Salton City
SAT,San Antonio 
SAU,Sawu
SAV,Savannah/Hilton Head 
SAW,Istanbul 
SAX,Sambu
SAY,Siena
SAZ,Sasstown
SBA,Santa Barbara Municipal 
SBB,Santa Barbara Ba
SBC,Selbang
SBD,Norton AFB
SBE,Suabi
SBF,Sardeh Band
SBG,Maimun Saleh
SBH,St. Barthelemy 
SBI,Sambailo
SBJ,Sao Mateus
SBK,Saint Brieuc-Armor
SBL,Yacuma
SBM,Memorial
SBN,South Bend Regional
SBO,Salina
SBP,San Luis County Regional 
SBQ,Sibi
SBR,Saibai Island
SBS,Steamboat Springs
SBT,Sabetta
SBU,Springbok
SBV,Sabah
SBW,Sibu 
SBX,Shelby
SBY,Wicomico Regional 
SBZ,Sibiu 
SCA,Santa Catalina
SCB,State
SCC,Prudhoe Bay/Deadhorse 
SCD,Sulaco
SCE,University Park 
SCF,Scottsdale 
SCG,Spring Creek
SCH,Schenectady County
SCI,San Cristobal
SCJ,Smith Cove
SCK,Stockton 
SCL,Santiago 
SCM,SPB
SCN,Ensheim 
SCO,Aktau 
SCP,St Crepin
SCQ,Santiago De Compostela 
SCR,Scandinavian Mountains 
SCS,Scatsta
SCT,Socotra
SCU,Antonio Maceo 
SCV,Suceava 
SCW,Syktyvkar 
SCX,Salina Cruz
SCY,San Cristobal 
SCZ,Santa Cruz Island
SDB,Langebaanweg
SDC,Sandcreek
SDD,Lubango 
SDE,Santiago Del Estero 
SDF,Louisville 
SDG,Sanandaj 
SDH,Santa Rosa Copan
SDI,Saidor
SDJ,Sendai 
SDK,Sandakan 
SDL,Sundsvall-Timra 
SDM,Brown Field Municipalcipal
SDN,Sandane 
SDO,Ryotsu Sado Island
SDP,Sand Point Municipal 
SDQ,Las Americas 
SDR,Santander 
SDS,Sado Shima
SDT,Saidu Sharif
SDU,Santos Dumont 
SDV,Dov Hoz 
SDW,Sindhudurg 
SDX,Sedona
SDY,Richland Municipal 
SEA,Seattle-Tacoma 
SEB,Sebha
SED,Min'hat Hashnayim
SEE,Gillespie Field
SEF,Sebring Regional 
SEG,Penn Valley
SEH,Senggeh
SEI,Senhor Do Bonfim
SEK,Srednekolymsk 
SEM,Craig AFB
SEN,London Southend 
SEO,Seguela
SEP,Clark Field
SEQ,Sungai Pakning
SER,Freeman Municipalcipal
SES,Selfield
SET,San Esteban
SEU,Seronera Airstrip
SEV,Severodoneck
SEW,Siwa
SEY,Selibaby
SEZ,Seychelles 
SFA,Sfax El Maou 
SFB,Orlando Sanford 
SFC,St Francois
SFD,Las Flecheras
SFE,San Fernando
SFF,Felts Field
SFG,Esperance 
SFH,San Felipe
SFJ,Kangerlussuaq 
SFK,Soure
SFL,Sao Filipe
SFM,Sanford
SFN,Santa Fe 
SFO,San Francisco 
SFP,Surfers Paradise
SFQ,Sanliurfa
SFR,San Fernando
SFS,Subic Bay
SFT,Skelleftea 
SFU,Safia
SFV,Santa Fe Do Sul
SFW,Santa Fe
SFX,San Felix
SFY,Tri-Township 
SFZ,North Central
SGA,Sheghnan
SGB,Singaua
SGC,Surgut 
SGD,Sonderborg 
SGE,Siegerland 
SGF,Springfield-Branson National 
SGG,Simanggang
SGH,Springfield
SGI,Mushaf Air Base
SGJ,Sagarai
SGK,Sangapi
SGL,Sangley Point NAS
SGM,San Ignacio
SGN,Ho Chi Minh
SGO,St George
SGP,Shay Gap
SGQ,Sanggata
SGR,Sugar Land Regional
SGS,Sanga Sanga
SGT,Stuttgart Municipalcipal
SGU,Saint George Municipal 
SGV,Sierra Grande
SGW,Saginaw Bay
SGX,Songea
SGY,Skagway Municipal
SGZ,Songkhla
SHA,Shanghai Hongqiao 
SHB,Nakashibetsu 
SHC,Indaselassie
SHD,Shenandoah Valley 
SHE,Shenyang Taoxian 
SHF,Shihezi Huayuan 
SHG,Shungnak 
SHH,Shishmaref 
SHI,Shimojishima
SHJ,Sharjah 
SHK,Sehonghong
SHL,Shillong 
SHM,Shirahama 
SHN,Sanderson Field
SHO,King Mswati III 
SHP,Qinhuangdao
SHQ,Southport
SHR,Sheridan
SHS,Shashi
SHT,Shepparton
SHU,Smith Point
SHV,Shreveport Regional 
SHW,Sharurah 
SHX,Shageluk 
SHY,Shinyanga
SHZ,Seshutes
SIA,Xi'an Xiguan 
SIB,Sibiti
SIC,San Jose Island 
